Karikan Fort Worth Owner Llc,3601 West Fwy,TX,Fort Worth,761075678
Leon Capital Group,8451 West Fwy,TX,Fort Worth,761163104
7 Eleven LLC,7216 N Western Ave,OK,Oklahoma City,73116
Greenway-western Center,1600 Western Center Blvd,TX,Fort Worth,761312238
"7-Eleven, Inc.",9401 White Settlement Rd,TX,Fort Worth,761084459
,9913 White Settlement Rd,TX,Fort Worth,761084115
,890 E Whitestone Blvd,TX,Cedar Park,786139056
Retail Property Partners Ltd,1201 Wildcat Dr,TX,Portland,783742823
"7-Eleven, Inc.",1901 E William Cannon Dr,TX,Austin,787443407
"Regional Airport, J.V.",1700 William D Tate Ave,TX,Grapevine,760513968
7-eleven Inc,2995 Williams Dr,TX,Georgetown,78628
Brooklyn Company The,301 W Wilshire Blvd,OK,Oklahoma City,73116
Charlotte Piepenkotter,5801 Woodway Dr,TX,Woodway,767126165
Sej Asset Management & Inv Co,2242 S Zang Blvd,TX,Dallas,75224
National Retail Properties LP,2618 S Zarzamora St,TX,San Antonio,78207
